ID;LOCAL;NUMERO;BAIRRO;ANO;DATA;HORA;CIDADE;ENDEREÇO;TIPO DE ROUBO;DIA DA SEMANA;LAT_LONG;;;;;;;;;;;;;;
422;DR VICTOR OTTO SCHMIDT;0;CAMPESTRE;2025;08/01/2025;19:00:00;SAO LEOPOLDO;DR VICTOR OTTO SCHMIDT, 0, CAMPESTRE, SAO LEOPOLDO;PEDESTRE;quarta-feira;-29.773356300240426, -51.09664318784435;;;;;;;;;;;;;;
423;DOS ADVENTISTAS;0;SANTOS DUMONT;2025;10/01/2025;06:00:00;SAO LEOPOLDO;DOS ADVENTISTAS, 0, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;sexta-feira;-29.745825,-51.145315;;;;;;;;;;;;;;
424;JOAO PEREIRA CHAVES;0;JARDIM AMERICA;2025;12/01/2025;22:00:00;SAO LEOPOLDO;JOAO PEREIRA CHAVES, 0, JARDIM AMERICA, SAO LEOPOLDO;PEDESTRE;domingo;-29.78044576312001, -51.12972546085648;;;;;;;;;;;;;;
425;HENRIQUE BIER;1400;CAMPINA;2025;13/01/2025;20:00:00;SAO LEOPOLDO;HENRIQUE BIER, 1400, CAMPINA, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.74351741079279, -51.16221677906429;;;;;;;;;;;;;;
426;DOUTOR HILLEBRAND;0;RIO DOS SINOS;2025;13/01/2025;18:00:00;SAO LEOPOLDO;DOUTOR HILLEBRAND, 0, RIO DOS SINOS, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.751539389686698, -51.14769178969306;;;;;;;;;;;;;;
427;FEITORIA;3690;FEITORIA;2025;14/01/2025;12:00:00;SAO LEOPOLDO;FEITORIA, 3690, FEITORIA, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.75499155367197, -51.102805536732546;;;;;;;;;;;;;;
428;THEODOMIRO PORTO DA FONSECA;141;CENTRO;2025;14/01/2025;13:30:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 141, CENTRO, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.770188,-51.148515;;;;;;;;;;;;;;
429;MAUA;3372;SANTA TERESA;2025;16/01/2025;05:30:00;SAO LEOPOLDO;MAUA, 3372, SANTA TERESA, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.785435,-51.140906;;;;;;;;;;;;;;
430;ALBINO PRASS;377;PADRE REUS;2025;17/01/2025;21:30:00;SAO LEOPOLDO;ALBINO PRASS, 377, PADRE REUS, SAO LEOPOLDO;PEDESTRE;sexta-feira;-29.785673106388376, -51.14187543202113;;;;;;;;;;;;;;
431;GUILHERME ECKERT;356;SANTOS DUMONT;2025;17/01/2025;20:00:00;SAO LEOPOLDO;GUILHERME ECKERT, 356, SANTOS DUMONT, SAO LEOPOLDO;RESIDENCIA;sexta-feira;-29.739610006530206, -51.14501164551652;;;;;;;;;;;;;;
432;PRIMEIRO DE MARCO;834;CENTRO;2025;18/01/2025;10:00:00;SAO LEOPOLDO;PRIMEIRO DE MARCO, 834, CENTRO, SAO LEOPOLDO;COMERCIO;sábado;-29.769324,-51.145962;;;;;;;;;;;;;;
433;JOAO CARLOS HAAS SOBRINHO;117;FEITORIA;2025;19/01/2025;23:30:00;SAO LEOPOLDO;JOAO CARLOS HAAS SOBRINHO, 117, FEITORIA, SAO LEOPOLDO;VEICULO;domingo;-29.754371,-51.094440;;;;;;;;;;;;;;
434;BRASIL;854;CENTRO;2025;20/01/2025;15:00:00;SAO LEOPOLDO;BRASIL, 854, CENTRO, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.762407,-51.149825;;;;;;;;;;;;;;
435;ELSA DAUBER STEIMER;97;SCHARLAU;2025;20/01/2025;18:00:00;SAO LEOPOLDO;ELSA DAUBER STEIMER, 97, SCHARLAU, SAO LEOPOLDO;VEICULO;segunda-feira;-29.731769,-51.161105;;;;;;;;;;;;;;
436;MAUA;0;RIO DOS SINOS;2025;24/01/2025;18:00:00;SAO LEOPOLDO;MAUA, 0, RIO DOS SINOS, SAO LEOPOLDO;PEDESTRE;sexta-feira;-29.744475,-51.144274;;;;;;;;;;;;;;
437;DOM JOAO BECKER;379;CENTRO;2025;26/01/2025;01:30:00;SAO LEOPOLDO;DOM JOAO BECKER, 379, CENTRO, SAO LEOPOLDO;PEDESTRE;domingo;-29.760139,-51.145934;;;;;;;;;;;;;;
438;QUIMISINOS;557;ARROIO DA MANTEIGA;2025;30/01/2025;22:30:00;SAO LEOPOLDO;QUIMISINOS, 557, ARROIO DA MANTEIGA, SAO LEOPOLDO;VEICULO;quinta-feira;-29.719743339939388, -51.17991227435232;;;;;;;;;;;;;;
439;MAUA;140;RIO DOS SINOS;2025;31/01/2025;15:30:00;SAO LEOPOLDO;MAUA, 140, RIO DOS SINOS, SAO LEOPOLDO;VEICULO;sexta-feira;-29.750961,-51.145178;;;;;;;;;;;;;;
440;DIENSTMANN;366;RIO DOS SINOS;2025;31/01/2025;15:30:00;SAO LEOPOLDO;DIENSTMANN, 366, RIO DOS SINOS, SAO LEOPOLDO;VEICULO;sexta-feira;-29.75117858972032, -51.14907596085768;;;;;;;;;;;;;;
441;INGA;SN;SANTOS DUMONT;2025;01/02/2025;14:00:00;SAO LEOPOLDO;INGA, SN, SANTOS DUMONT, SAO LEOPOLDO;RESIDENCIA;sábado;-29.747269935140835, -51.14272040318686;;;;;;;;;;;;;;
442;LEOPOLDO ZIMERMAN;460;PINHEIROS;2025;04/02/2025;15:30:00;SAO LEOPOLDO;LEOPOLDO ZIMERMAN, 460, PINHEIROS, SAO LEOPOLDO;VEICULO;terça-feira;-29.7615091696848, -51.118252507895775;;;;;;;;;;;;;;
443;CAXIAS DO SUL;967;RIO DOS SINOS;2025;06/02/2025;21:00:00;SAO LEOPOLDO;CAXIAS DO SUL, 967, RIO DOS SINOS, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.750682,-51.150577;;;;;;;;;;;;;;
444;CALAFATI;25;PINHEIRO;2025;06/02/2025;03:30:00;SAO LEOPOLDO;CALAFATI, 25, PINHEIRO, SAO LEOPOLDO;PEDESTRE;quinta-feira;#N/D;;;;;;;;;;;;;;
445;SAO DOMINGOS;100;SAO MIGUEL;2025;06/02/2025;22:30:00;SAO LEOPOLDO;SAO DOMINGOS, 100, SAO MIGUEL, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.760982488804192, -51.15424753017408;;;;;;;;;;;;;;
446;DA SANTIDADE;89;CRISTO REI;2025;07/02/2025;12:00:00;SAO LEOPOLDO;DA SANTIDADE, 89, CRISTO REI, SAO LEOPOLDO;VEICULO;sexta-feira;-29.780914,-51.152673;;;;;;;;;;;;;;
447;CLOVIS BEVILAQUA;33;DUQUE DE CAXIAS;2025;08/02/2025;12:00:00;SAO LEOPOLDO;CLOVIS BEVILAQUA, 33, DUQUE DE CAXIAS, SAO LEOPOLDO;COMERCIO;sábado;-29.795422,-51.130857;;;;;;;;;;;;;;
448;NOBREGA;500;CRISTO REI;2025;08/02/2025;17:30:00;SAO LEOPOLDO;NOBREGA, 500, CRISTO REI, SAO LEOPOLDO;VEICULO;sábado;-29.78036127505191, -51.14968206085657;;;;;;;;;;;;;;
449;CAJU;51;SCHARLAU;2025;11/02/2025;08:00:00;SAO LEOPOLDO;CAJU, 51, SCHARLAU, SAO LEOPOLDO;VEICULO;terça-feira;-29.728702,-51.151781;;;;;;;;;;;;;;
450;GUILHERME MULLER;312;SCHARLAU;2025;12/02/2025;22:00:00;SAO LEOPOLDO;GUILHERME MULLER, 312, SCHARLAU, SAO LEOPOLDO;VEICULO;quarta-feira;-29.739855,-51.156774;;;;;;;;;;;;;;
451;JOHN KENNEDY;2510;SANTA TERESA;2025;13/02/2025;13:00:00;SAO LEOPOLDO;JOHN KENNEDY, 2510, SANTA TERESA, SAO LEOPOLDO;COMERCIO;quinta-feira;-29.786585,-51.129684;;;;;;;;;;;;;;
452;DOM JOAO BECKER;592;CENTRO;2025;14/02/2025;11:00:00;SAO LEOPOLDO;DOM JOAO BECKER, 592, CENTRO, SAO LEOPOLDO;PEDESTRE;sexta-feira;-29.760616,-51.147587;;;;;;;;;;;;;;
453;ARNALDO PEREIRA DA SILVA;85;SANTOS DUMONT;2025;15/02/2025;22:30:00;SAO LEOPOLDO;ARNALDO PEREIRA DA SILVA, 85, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;sábado;-29.745400,-51.147510;;;;;;;;;;;;;;
454;ANTONIO CIRIO FLORES;115;RIO DOS SINOS;2025;17/02/2025;06:00:00;SAO LEOPOLDO;ANTONIO CIRIO FLORES, 115, RIO DOS SINOS, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.747601,-51.146407;;;;;;;;;;;;;;
455;REINALDO BECKER;15;SCHARLAU;2025;17/02/2025;19:30:00;SAO LEOPOLDO;REINALDO BECKER, 15, SCHARLAU, SAO LEOPOLDO;VEICULO;segunda-feira;-29.732671,-51.152039;;;;;;;;;;;;;;
456;THEODOMIRO PORTO DA FONSECA;141;CENTRO;2025;20/02/2025;08:00:00;SAO LEOPOLDO;THEODOMIRO PORTO DA FONSECA, 141, CENTRO, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.770188,-51.148515;;;;;;;;;;;;;;
457;INTEGRACAO;2218;FEITORIA;2025;20/02/2025;22:00:00;SAO LEOPOLDO;INTEGRACAO, 2218, FEITORIA, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.75929953337165, -51.09858164551562;;;;;;;;;;;;;;
458;SENADOR SALGADO FILHO;1969;SANTOS DUMONT;2025;22/02/2025;18:00:00;SAO LEOPOLDO;SENADOR SALGADO FILHO, 1969, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;sábado;-29.741581941887464, -51.150084150229446;;;;;;;;;;;;;;
459;IMPERATRIZ LEOPOLDINA;1686;SAO JOSE;2025;23/02/2025;00:00:00;SAO LEOPOLDO;IMPERATRIZ LEOPOLDINA, 1686, SAO JOSE, SAO LEOPOLDO;COMERCIO;domingo;-29.761337571045402, -51.123146374350995;;;;;;;;;;;;;;
460;ARNALDO PEREIRA DA SILVA;261;SANTOS DUMONT;2025;23/02/2025;07:30:00;SAO LEOPOLDO;ARNALDO PEREIRA DA SILVA, 261, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;domingo;-29.728402975078577, -51.14861246085839;;;;;;;;;;;;;;
461;JOAO NEVES DA FONTOURA;814;CENTRO;2025;25/02/2025;23:30:00;SAO LEOPOLDO;JOAO NEVES DA FONTOURA, 814, CENTRO, SAO LEOPOLDO;RESIDENCIA;terça-feira;-29.764860,-51.148582;;;;;;;;;;;;;;
462;DA CONSTELACAO;114;SANTA TERESA;2025;26/02/2025;15:00:00;SAO LEOPOLDO;DA CONSTELACAO, 114, SANTA TERESA, SAO LEOPOLDO;VEICULO;quarta-feira;-29.784761375049786, -51.14014350318546;;;;;;;;;;;;;;
463;BLUMENAU;495;SANTO ANDRE;2025;27/02/2025;17:00:00;SAO LEOPOLDO;BLUMENAU, 495, SANTO ANDRE, SAO LEOPOLDO;VEICULO;quinta-feira;-29.773947,-51.121352;;;;;;;;;;;;;;
464;ALBERTO ZIMMERMANN;439;RIO BRANCO;2025;04/03/2025;20:00:00;SAO LEOPOLDO;ALBERTO ZIMMERMANN, 439, RIO BRANCO, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.778416475052957, -51.1262513185274;;;;;;;;;;;;;;
465;INDEPENDENCIA;801;CENTRO;2025;04/03/2025;17:30:00;SAO LEOPOLDO;INDEPENDENCIA, 801, CENTRO, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.766611,-51.145568;;;;;;;;;;;;;;
466;INDEPENDENCIA;618;CENTRO;2025;06/03/2025;16:00:00;SAO LEOPOLDO;INDEPENDENCIA, 618, CENTRO, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.765075,-51.146091;;;;;;;;;;;;;;
467;ARNO SCHUCH;0;VICENTINA;2025;07/03/2025;23:30:00;SAO LEOPOLDO;ARNO SCHUCH, 0, VICENTINA, SAO LEOPOLDO;VEICULO;sexta-feira;-29.773424787641183, -51.16184783202156;;;;;;;;;;;;;;
468;DAS AMERICAS;272;DUQUE DE CAXIAS;2025;08/03/2025;21:30:00;SAO LEOPOLDO;DAS AMERICAS, 272, DUQUE DE CAXIAS, SAO LEOPOLDO;COMERCIO;sábado;-29.797148,-51.132467;;;;;;;;;;;;;;
469;BR 116;86;VICENTINA;2025;10/03/2025;14:00:00;SAO LEOPOLDO;BR 116, 86, VICENTINA, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.777418,-51.155781;;;;;;;;;;;;;;
470;FRANCELINO DIAS;460;SANTA TERESA;2025;11/03/2025;17:00:00;SAO LEOPOLDO;FRANCELINO DIAS, 460, SANTA TERESA, SAO LEOPOLDO;COMERCIO;terça-feira;-29.785595,-51.131139;;;;;;;;;;;;;;
471;PADRE SANTINI;10;JARDIM AMERICA;2025;13/03/2025;08:00:00;SAO LEOPOLDO;PADRE SANTINI, 10, JARDIM AMERICA, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.782853,-51.125664;;;;;;;;;;;;;;
472;SENADOR SALGADO FILHO;1500;CAMPINA;2025;13/03/2025;20:00:00;SAO LEOPOLDO;SENADOR SALGADO FILHO, 1500, CAMPINA, SAO LEOPOLDO;VEICULO;quinta-feira;-29.745384865219137, -51.1514754078993;;;;;;;;;;;;;;
473;HENRIQUE BIER;1204;CAMPINA;2025;14/03/2025;12:30:00;SAO LEOPOLDO;HENRIQUE BIER, 1204, CAMPINA, SAO LEOPOLDO;PEDESTRE;sexta-feira;-29.744107,-51.160814;;;;;;;;;;;;;;
474;JOAO CORREA;657;CENTRO;2025;15/03/2025;08:00:00;SAO LEOPOLDO;JOAO CORREA, 657, CENTRO, SAO LEOPOLDO;PEDESTRE;sábado;-29.769460513922837, -51.14142920133823;;;;;;;;;;;;;;
475;SAO DOMINGOS;1439;CENTRO;2025;16/03/2025;20:00:00;SAO LEOPOLDO;SAO DOMINGOS, 1439, CENTRO, SAO LEOPOLDO;PEDESTRE;domingo;-29.77072940073035, -51.151954003186155;;;;;;;;;;;;;;
476;JOAO CORREA;1391;CENTRO;2025;20/03/2025;19:00:00;SAO LEOPOLDO;JOAO CORREA, 1391, CENTRO, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.771595,-51.148801;;;;;;;;;;;;;;
477;PINTO BANDEIRA;199;SCHARLAU;2025;20/03/2025;06:30:00;SAO LEOPOLDO;PINTO BANDEIRA, 199, SCHARLAU, SAO LEOPOLDO;PEDESTRE;quinta-feira;-29.730130541862906, -51.15187827620007;;;;;;;;;;;;;;
478;PAMPEIRO;671;CAMPINA;2025;21/03/2025;07:00:00;SAO LEOPOLDO;PAMPEIRO, 671, CAMPINA, SAO LEOPOLDO;PEDESTRE;sexta-feira;-29.748872,-51.164691;;;;;;;;;;;;;;
479;ARNALDO PEREIRA DA SILVA;0;SANTOS DUMONT;2025;21/03/2025;22:00:00;SAO LEOPOLDO;ARNALDO PEREIRA DA SILVA, 0, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;sexta-feira;-29.739138,-51.148784;;;;;;;;;;;;;;
480;IJUI;640;SANTA TERESA;2025;24/03/2025;11:00:00;SAO LEOPOLDO;IJUI, 640, SANTA TERESA, SAO LEOPOLDO;RESIDENCIA;segunda-feira;-29.792113,-51.131345;;;;;;;;;;;;;;
481;TUIUTI;121;RIO DOS SINOS;2025;25/03/2025;11:30:00;SAO LEOPOLDO;TUIUTI, 121, RIO DOS SINOS, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.756872303313653, -51.146931545515976;;;;;;;;;;;;;;
482;INDEPENDENCIA;0;CENTRO;2025;25/03/2025;21:00:00;SAO LEOPOLDO;INDEPENDENCIA, 0, CENTRO, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.760647,-51.147371;;;;;;;;;;;;;;
483;THOMAZ EDISON;2936;SCHARLAU;2025;27/03/2025;21:00:00;SAO LEOPOLDO;THOMAZ EDISON, 2936, SCHARLAU, SAO LEOPOLDO;VEICULO;quinta-feira;-29.73853634245879, -51.15549267721762;;;;;;;;;;;;;;
484;GEORG HOEFEL;540;ARROIO DA MANTEIGA;2025;31/03/2025;07:00:00;SAO LEOPOLDO;GEORG HOEFEL, 540, ARROIO DA MANTEIGA, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.717683,-51.181837;;;;;;;;;;;;;;
485;ALMIRO STUMPF;52;SAO JOSE;2025;01/04/2025;03:00:00;SAO LEOPOLDO;ALMIRO STUMPF, 52, SAO JOSE, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.762649034303923, -51.13381268969274;;;;;;;;;;;;;;
486;TENENTE CORONEL AUGUSTO CESAR DA SILVA;570;ARROIO DA MANTEIGA;2025;02/04/2025;20:30:00;SAO LEOPOLDO;TENENTE CORONEL AUGUSTO CESAR DA SILVA, 570, ARROIO DA MANTEIGA, SAO LEOPOLDO;VEICULO;quarta-feira;-29.734299,-51.161111;;;;;;;;;;;;;;
487;ERMELINDO VERNIERI;273;DUQUE DE CAXIAS;2025;04/04/2025;23:00:00;SAO LEOPOLDO;ERMELINDO VERNIERI, 273, DUQUE DE CAXIAS, SAO LEOPOLDO;VEICULO;sexta-feira;-29.798132275042903, -51.12296396085608;;;;;;;;;;;;;;
488;INTEGRACAO;1447;FEITORIA;2025;05/04/2025;23:00:00;SAO LEOPOLDO;INTEGRACAO, 1447, FEITORIA, SAO LEOPOLDO;PEDESTRE;sábado;-29.752534346013856, -51.097361903186794;;;;;;;;;;;;;;
489;UNISINOS;10;CRISTO REI;2025;05/04/2025;05:00:00;SAO LEOPOLDO;UNISINOS, 10, CRISTO REI, SAO LEOPOLDO;PEDESTRE;sábado;-29.787865,-51.141375;;;;;;;;;;;;;;
490;SAO PAULO;970;CENTRO;2025;05/04/2025;23:30:00;SAO LEOPOLDO;SAO PAULO, 970, CENTRO, SAO LEOPOLDO;PEDESTRE;sábado;-29.765972,-51.142337;;;;;;;;;;;;;;
491;VINTE E CINCO;194;SANTOS DUMONT;2025;05/04/2025;10:30:00;SAO LEOPOLDO;VINTE E CINCO, 194, SANTOS DUMONT, SAO LEOPOLDO;PEDESTRE;sábado;-29.73591377507476, -51.14085201668091;;;;;;;;;;;;;;
492;FERNANDO ABBOTT;178;RIO DOS SINOS;2025;05/04/2025;21:00:00;SAO LEOPOLDO;FERNANDO ABBOTT, 178, RIO DOS SINOS, SAO LEOPOLDO;VEICULO;sábado;-29.745819544769336, -51.149675916680714;;;;;;;;;;;;;;
493;LEOPOLDO ALBINO SCHERER;374;SCHARLAU;2025;06/04/2025;19:00:00;SAO LEOPOLDO;LEOPOLDO ALBINO SCHERER, 374, SCHARLAU, SAO LEOPOLDO;PEDESTRE;domingo;-29.732587,-51.158254;;;;;;;;;;;;;;
494;NOVE;0;ARROIO DA MANTEIGA;2025;06/04/2025;18:30:00;SAO LEOPOLDO;NOVE, 0, ARROIO DA MANTEIGA, SAO LEOPOLDO;PEDESTRE;domingo;-29.730579,-51.172722;;;;;;;;;;;;;;
495;THOMAZ EDISON;2603;SCHARLAU;2025;07/04/2025;07:30:00;SAO LEOPOLDO;THOMAZ EDISON, 2603, SCHARLAU, SAO LEOPOLDO;VEICULO;segunda-feira;-29.733206027134965, -51.15471713488938;;;;;;;;;;;;;;
496;FELIPE UEBEL;1023;SANTO ANDRE;2025;11/04/2025;07:00:00;SAO LEOPOLDO;FELIPE UEBEL, 1023, SANTO ANDRE, SAO LEOPOLDO;PEDESTRE;sexta-feira;-29.771470,-51.119680;;;;;;;;;;;;;;
497;MEDIANEIRA;271;CRISTO REI;2025;11/04/2025;18:00:00;SAO LEOPOLDO;MEDIANEIRA, 271, CRISTO REI, SAO LEOPOLDO;VEICULO;sexta-feira;-29.778865,-51.149846;;;;;;;;;;;;;;
498;GETULIO VARGAS;2130;VICENTINA;2025;16/04/2025;06:00:00;SAO LEOPOLDO;GETULIO VARGAS, 2130, VICENTINA, SAO LEOPOLDO;COMERCIO;quarta-feira;-29.777948723718143, -51.15624603202133;;;;;;;;;;;;;;
499;CONCORDIA;129;PADRE REUS;2025;16/04/2025;13:30:00;SAO LEOPOLDO;CONCORDIA, 129, PADRE REUS, SAO LEOPOLDO;PEDESTRE;quarta-feira;-29.780202,-51.155435;;;;;;;;;;;;;;
500;DOUTOR PAULO COUTO;413;JARDIM AMERICA;2025;16/04/2025;13:00:00;SAO LEOPOLDO;DOUTOR PAULO COUTO, 413, JARDIM AMERICA, SAO LEOPOLDO;RESIDENCIA;quarta-feira;-29.769163888039458, -51.165556932021666;;;;;;;;;;;;;;
501;LINDOMAR DE BORBA;0;SAO MIGUEL;2025;18/04/2025;16:30:00;SAO LEOPOLDO;LINDOMAR DE BORBA, 0, SAO MIGUEL, SAO LEOPOLDO;PEDESTRE;sexta-feira;-29.759076,-51.156294;;;;;;;;;;;;;;
502;ALVARES DE AZEVEDO;175;RIO BRANCO;2025;18/04/2025;10:00:00;SAO LEOPOLDO;ALVARES DE AZEVEDO, 175, RIO BRANCO, SAO LEOPOLDO;VEICULO;sexta-feira;-29.770828,-51.127107;;;;;;;;;;;;;;
503;RANDOLFO GUASQUE;352;ARROIO DA MANTEIGA;2025;21/04/2025;13:00:00;SAO LEOPOLDO;RANDOLFO GUASQUE, 352, ARROIO DA MANTEIGA, SAO LEOPOLDO;COMERCIO;segunda-feira;-29.73536177507512, -51.164154145516605;;;;;;;;;;;;;;
504;PEDRO ALVARES CABRAL;5;ARROIO DA MANTEIGA;2025;21/04/2025;03:00:00;SAO LEOPOLDO;PEDRO ALVARES CABRAL, 5, ARROIO DA MANTEIGA, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.73362765879274, -51.17329368969363;;;;;;;;;;;;;;
505;WILHELM ROTERMUND;1094;MORRO DO ESPELHO;2025;22/04/2025;16:30:00;SAO LEOPOLDO;WILHELM ROTERMUND, 1094, MORRO DO ESPELHO, SAO LEOPOLDO;VEICULO;terça-feira;-29.77933625098322, -51.13599117619843;;;;;;;;;;;;;;
506;PELOTAS;0;ARROIO DA MANTEIGA;2025;22/04/2025;19:00:00;SAO LEOPOLDO;PELOTAS, 0, ARROIO DA MANTEIGA, SAO LEOPOLDO;VEICULO;terça-feira;-29.726693,-51.167832;;;;;;;;;;;;;;
507;SAO JOAO;531;CENTRO;2025;24/04/2025;21:00:00;SAO LEOPOLDO;SAO JOAO, 531, CENTRO, SAO LEOPOLDO;COMERCIO;quinta-feira;-29.764004,-51.150927;;;;;;;;;;;;;;
508;GOVERNADOR ROBERTO SILVEIRA;26;SANTOS DUMONT;2025;27/04/2025;20:00:00;SAO LEOPOLDO;GOVERNADOR ROBERTO SILVEIRA, 26, SANTOS DUMONT, SAO LEOPOLDO;VEICULO;domingo;-29.739379,-51.148321;;;;;;;;;;;;;;
509;MAUA;3781;SANTA TERESA;2025;30/04/2025;19:30:00;SAO LEOPOLDO;MAUA, 3781, SANTA TERESA, SAO LEOPOLDO;PEDESTRE;quarta-feira;-29.788807019285596, -51.13951597435009;;;;;;;;;;;;;;
510;UNISINOS;1130;CRISTO REI;2025;30/04/2025;19:30:00;SAO LEOPOLDO;UNISINOS, 1130, CRISTO REI, SAO LEOPOLDO;PEDESTRE;quarta-feira;-29.7921838533668, -51.1542262473623;;;;;;;;;;;;;;
511;JOHN KENNEDY;1051;SANTA TERESA;2025;02/05/2025;19:30:00;SAO LEOPOLDO;JOHN KENNEDY, 1051, SANTA TERESA, SAO LEOPOLDO;PEDESTRE;sexta-feira;-29.785086,-51.131498;;;;;;;;;;;;;;
512;SANTA ROSA;65;SANTA TERESA;2025;07/05/2025;09:30:00;SAO LEOPOLDO;SANTA ROSA, 65, SANTA TERESA, SAO LEOPOLDO;PEDESTRE;quarta-feira;-29.787241,-51.136174;;;;;;;;;;;;;;
513;MAUA;0;DUQUE DE CAXIAS;2025;07/05/2025;09:30:00;SAO LEOPOLDO;MAUA, 0, DUQUE DE CAXIAS, SAO LEOPOLDO;PEDESTRE;quarta-feira;-29.744475,-51.144274;;;;;;;;;;;;;;
514;PAROBE;2516;ARROIO DA MANTEIGA;2025;07/05/2025;01:30:00;SAO LEOPOLDO;PAROBE, 2516, ARROIO DA MANTEIGA, SAO LEOPOLDO;VEICULO;quarta-feira;-29.721747,-51.170378;;;;;;;;;;;;;;
515;MARCELO DA ROCHA STRASBURG;0;ARROIO DA MANTEIGA;2025;09/05/2025;11:30:00;SAO LEOPOLDO;MARCELO DA ROCHA STRASBURG, 0, ARROIO DA MANTEIGA, SAO LEOPOLDO;VEICULO;sexta-feira;-29.738826,-51.169171;;;;;;;;;;;;;;
516;ALBINO KEMPF;272;RIO DOS SINOS;2025;10/05/2025;09:00:00;SAO LEOPOLDO;ALBINO KEMPF, 272, RIO DOS SINOS, SAO LEOPOLDO;PEDESTRE;sábado;-29.757016,-51.146054;;;;;;;;;;;;;;
517;OSVALDO ARANHA;1386;SAO MIGUEL;2025;10/05/2025;14:30:00;SAO LEOPOLDO;OSVALDO ARANHA, 1386, SAO MIGUEL, SAO LEOPOLDO;PEDESTRE;sábado;-29.764567,-51.154693;;;;;;;;;;;;;;
518;JACOB ROTH;18;JARDIM AMERICA;2025;14/05/2025;07:00:00;SAO LEOPOLDO;JACOB ROTH, 18, JARDIM AMERICA, SAO LEOPOLDO;PEDESTRE;quarta-feira;-29.781358,-51.124745;;;;;;;;;;;;;;
519;SAO MIGUEL;300;SAO JOSE;2025;14/05/2025;02:00:00;SAO LEOPOLDO;SAO MIGUEL, 300, SAO JOSE, SAO LEOPOLDO;PEDESTRE;quarta-feira;-29.76869767505794, -51.139471587844575;;;;;;;;;;;;;;
520;CORONEL BORDINI;1236;SANTO ANDRE;2025;16/05/2025;10:00:00;SAO LEOPOLDO;CORONEL BORDINI, 1236, SANTO ANDRE, SAO LEOPOLDO;PEDESTRE;sexta-feira;-29.777765,-51.116948;;;;;;;;;;;;;;
521;IPIRANGA;69;SCHARLAU;2025;16/05/2025;09:30:00;SAO LEOPOLDO;IPIRANGA, 69, SCHARLAU, SAO LEOPOLDO;VEICULO;sexta-feira;-29.726376527781564, -51.14965493489104;;;;;;;;;;;;;;
522;MAUA;1800;RIO DOS SINOS;2025;17/05/2025;18:30:00;SAO LEOPOLDO;MAUA, 1800, RIO DOS SINOS, SAO LEOPOLDO;PEDESTRE;sábado;-29.750753130993214, -51.1456272031868;;;;;;;;;;;;;;
523;WILHELM ROTERMUND;263;MORRO DO ESPELHO;2025;18/05/2025;08:30:00;SAO LEOPOLDO;WILHELM ROTERMUND, 263, MORRO DO ESPELHO, SAO LEOPOLDO;VEICULO;domingo;-29.78152603955982, -51.135918460856765;;;;;;;;;;;;;;
524;SAO JOAO;343;CENTRO;2025;19/05/2025;11:30:00;SAO LEOPOLDO;SAO JOAO, 343, CENTRO, SAO LEOPOLDO;COMERCIO;segunda-feira;-29.762649988648423, -51.15147381852808;;;;;;;;;;;;;;
525;CAXIAS DO SUL;0;RIO DOS SINOS;2025;19/05/2025;06:30:00;SAO LEOPOLDO;CAXIAS DO SUL, 0, RIO DOS SINOS, SAO LEOPOLDO;PEDESTRE;segunda-feira;-29.753072,-51.149898;;;;;;;;;;;;;;
526;HENRIQUE BIER;58;CAMPINA;2025;20/05/2025;08:30:00;SAO LEOPOLDO;HENRIQUE BIER, 58, CAMPINA, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.749972,-51.151762;;;;;;;;;;;;;;
527;PICADA CAFE;200;CAMPINA;2025;20/05/2025;06:00:00;SAO LEOPOLDO;PICADA CAFE, 200, CAMPINA, SAO LEOPOLDO;PEDESTRE;terça-feira;-29.742354544127405, -51.1642163320227;;;;;;;;;;;;;;
